timestamp,response,url,clientip,"machine.os",tags
"Feb 16, 2023 @ 18:30:52.074",200,"https://www.elastic.co/downloads/elasticsearch","65.236.199.137",ios,"success, info"
"Feb 16, 2023 @ 18:22:16.042",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","158.41.235.38","win 7","success, info"
"Feb 16, 2023 @ 18:16:36.807",200,"https://www.elastic.co/solutions/business-analytics","89.81.78.171","win 8","success, info"
"Feb 16, 2023 @ 18:12:21.097",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","221.149.3.114","win 8","error, info"
"Feb 16, 2023 @ 18:02:31.920",404,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","154.153.40.108",osx,"error, security"
"Feb 16, 2023 @ 17:59:52.666",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","126.52.97.147",osx,"error, security"
"Feb 16, 2023 @ 17:58:40.228",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","215.255.196.98",osx,"success, info"
"Feb 16, 2023 @ 17:57:12.033",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","201.11.147.140",ios,"success, info"
"Feb 16, 2023 @ 17:38:50.242",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","151.252.78.240","win 8","success, info"
"Feb 16, 2023 @ 17:30:44.505",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","138.42.204.68",osx,"warning, info"
"Feb 16, 2023 @ 17:30:39.338",200,"https://www.elastic.co/downloads/beats","23.42.38.4",osx,"success, info"
"Feb 16, 2023 @ 17:21:29.239",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","34.98.136.159",osx,"success, security"
"Feb 16, 2023 @ 17:18:45.806",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","50.184.59.162","win xp","success, security"
"Feb 16, 2023 @ 17:16:22.023",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","227.185.198.250","win 7","success, info"
"Feb 16, 2023 @ 17:15:43.357",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:barry-wilmore/profile","143.167.161.41","win xp","success, info"
"Feb 16, 2023 @ 17:15:12.252",200,"https://www.elastic.co/downloads/enterprise","3.95.126.71","win 8","success, info"
"Feb 16, 2023 @ 17:11:38.219",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","233.184.208.127",osx,"success, info"
"Feb 16, 2023 @ 17:09:25.293",404,"https://www.elastic.co/downloads/enterprise","248.150.117.171","win 8","success, info"
"Feb 16, 2023 @ 17:05:22.618",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","1.145.31.121","win 7","success, info"
"Feb 16, 2023 @ 17:01:34.404",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","223.175.157.201","win xp","success, security"
"Feb 16, 2023 @ 16:59:04.700",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","243.169.209.141",osx,"success, security"
"Feb 16, 2023 @ 16:45:41.133",200,"https://www.elastic.co/downloads/elasticsearch","17.47.172.208","win 7","success, info"
"Feb 16, 2023 @ 16:42:29.135",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","15.173.52.16",osx,"success, info"
"Feb 16, 2023 @ 16:41:17.058",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","232.89.51.60","win 8","success, info"
"Feb 16, 2023 @ 16:33:35.157",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","110.153.132.106","win 7","warning, security"
"Feb 16, 2023 @ 16:28:25.749",200,"https://www.elastic.co/products","186.39.252.128","win xp","warning, info"
"Feb 16, 2023 @ 16:20:17.750",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","94.124.54.5",ios,"success, info"
"Feb 16, 2023 @ 16:16:24.246",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","192.23.9.165",osx,"success, security"
"Feb 16, 2023 @ 16:14:09.729",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","184.167.34.105","win 7","success, login"
"Feb 16, 2023 @ 16:11:50.683",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","226.241.242.182","win 7","error, info"
"Feb 16, 2023 @ 16:07:21.758",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","160.47.202.19",osx,"success, security"
"Feb 16, 2023 @ 16:03:57.598",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","144.239.92.34",ios,"warning, info"
"Feb 16, 2023 @ 16:02:26.333",200,"https://www.elastic.co/solutions/metrics","66.116.87.65",ios,"warning, security"
"Feb 16, 2023 @ 15:55:13.474",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","234.226.50.122",ios,"success, security"
"Feb 16, 2023 @ 15:52:59.350",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","204.70.91.103","win xp","warning, info"
"Feb 16, 2023 @ 15:52:40.007",200,"https://www.elastic.co/downloads/elasticsearch","11.148.181.164","win 7","success, info"
"Feb 16, 2023 @ 15:51:31.522",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","108.131.25.207","win 7","success, info"
"Feb 16, 2023 @ 15:50:50.809",200,"https://www.elastic.co/downloads/elasticsearch","188.196.72.200","win 7","success, login"
"Feb 16, 2023 @ 15:47:12.155",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","159.149.190.133","win 8","success, info"
"Feb 16, 2023 @ 15:44:22.463",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","188.152.104.154","win xp","success, info"
"Feb 16, 2023 @ 15:42:01.495",200,"https://www.elastic.co/downloads/apm","55.89.141.209","win 8","success, info"
"Feb 16, 2023 @ 15:41:52.549",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","24.50.227.192",osx,"success, info"
"Feb 16, 2023 @ 15:41:36.807",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","59.227.120.72","win xp","success, info"
"Feb 16, 2023 @ 15:38:14.901",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","213.50.214.248","win 7","success, info"
"Feb 16, 2023 @ 15:34:15.882",404,"https://www.elastic.co/downloads/beats/filebeat","156.136.206.204",ios,"error, info"
"Feb 16, 2023 @ 15:33:59.608",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","108.131.25.207","win xp","success, login"
"Feb 16, 2023 @ 15:33:37.429",200,"https://www.elastic.co/solutions/metrics","55.237.229.59","win xp","success, security"
"Feb 16, 2023 @ 15:28:15.432",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","49.213.192.103",ios,"success, info"
"Feb 16, 2023 @ 15:25:40.867",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","171.24.97.162",ios,"success, info"
"Feb 16, 2023 @ 15:18:16.412",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","108.89.189.175","win xp","success, security"
"Feb 16, 2023 @ 15:16:17.850",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","237.31.111.6",osx,"success, info"
"Feb 16, 2023 @ 15:09:26.567",404,"https://www.elastic.co/downloads/beats","176.25.204.175","win xp","success, info"
"Feb 16, 2023 @ 15:07:07.578",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","221.159.96.142",osx,"success, security"
"Feb 16, 2023 @ 15:05:43.574",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","27.2.169.132",osx,"success, info"
"Feb 16, 2023 @ 15:02:07.706",200,"https://www.elastic.co/downloads/beats","99.92.225.21","win 7","success, info"
"Feb 16, 2023 @ 14:55:32.712",200,"https://cdn.elastic-elastic-elastic.org/styles/main.css","36.96.226.120","win 7","success, info"
"Feb 16, 2023 @ 14:53:40.549",404,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","225.25.122.171",osx,"success, info"
"Feb 16, 2023 @ 14:44:12.984",200,"https://www.elastic.co/downloads/beats/filebeat","205.143.180.37","win 8","success, info"
"Feb 16, 2023 @ 14:43:45.198",200,"https://www.elastic.co/downloads/beats/metricbeat","44.146.84.219",ios,"success, security"
"Feb 16, 2023 @ 14:43:12.026",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","56.28.213.27",osx,"success, security"
"Feb 16, 2023 @ 14:43:09.556",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","228.213.219.61","win 8","success, info"
"Feb 16, 2023 @ 14:40:47.730",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","160.187.94.51","win xp","success, info"
"Feb 16, 2023 @ 14:40:37.510",200,"https://www.elastic.co/downloads/beats","139.145.187.177",ios,"error, info"
"Feb 16, 2023 @ 14:39:31.748",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","24.50.227.192",ios,"success, info"
"Feb 16, 2023 @ 14:38:49.519",404,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","181.235.113.198","win xp","success, info"
"Feb 16, 2023 @ 14:36:59.700",200,"https://www.elastic.co/solutions/logging","174.54.214.249","win 7","success, info"
"Feb 16, 2023 @ 14:35:34.408",200,"https://www.elastic.co/downloads/apm","251.72.244.221","win 8","success, info"
"Feb 16, 2023 @ 14:35:14.459",200,"https://www.elastic.co/downloads/enterprise","175.215.242.183","win 8","success, info"
"Feb 16, 2023 @ 14:33:23.010",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","36.105.207.199",ios,"success, security"
"Feb 16, 2023 @ 14:32:31.673",200,"https://www.elastic.co/solutions/app-search","109.188.3.122",osx,"success, info"
"Feb 16, 2023 @ 14:19:44.964",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:ronald-grabe/profile","122.113.143.36",ios,"success, security"
"Feb 16, 2023 @ 14:17:19.156",200,"https://www.elastic.co/downloads/beats/metricbeat","111.99.224.205","win xp","success, info"
"Feb 16, 2023 @ 14:07:21.021",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","100.213.239.180",osx,"warning, info"
"Feb 16, 2023 @ 14:07:11.292",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","181.235.113.198",osx,"success, info"
"Feb 16, 2023 @ 14:04:55.025",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","160.206.91.131","win 8","success, info"
"Feb 16, 2023 @ 13:59:39.091",200,"https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","111.145.74.194","win xp","success, info"
"Feb 16, 2023 @ 13:52:04.102",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","138.172.136.98","win xp","error, info"
"Feb 16, 2023 @ 13:51:03.139",200,"https://www.elastic.co/downloads/apm","71.40.189.49",osx,"success, security"
"Feb 16, 2023 @ 13:48:19.105",200,"https://www.elastic.co/downloads/beats/filebeat","29.15.231.153",osx,"success, info"
"Feb 16, 2023 @ 13:45:39.620",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","69.141.33.21","win 8","success, info"
"Feb 16, 2023 @ 13:45:09.415",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","128.194.160.151","win 8","success, info"
"Feb 16, 2023 @ 13:44:46.068",200,"https://www.elastic.co/downloads/elasticsearch","105.3.34.93",ios,"success, security"
"Feb 16, 2023 @ 13:39:06.311",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","242.180.65.1",osx,"success, info"
"Feb 16, 2023 @ 13:37:37.901",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","19.121.228.122",osx,"success, info"
"Feb 16, 2023 @ 13:34:50.174",200,"https://www.elastic.co/downloads/elasticsearch","153.95.253.45","win xp","success, info"
"Feb 16, 2023 @ 13:32:38.780",200,"https://www.elastic.co/downloads/beats","226.121.236.73",ios,"success, info"
"Feb 16, 2023 @ 13:32:25.933",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","224.212.74.197",osx,"success, info"
"Feb 16, 2023 @ 13:25:51.271",404,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-windows-x86_64.zip","116.201.23.81","win xp","success, info"
"Feb 16, 2023 @ 13:25:39.988",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","74.140.141.119","win xp","success, info"
"Feb 16, 2023 @ 13:24:33.945",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","68.171.244.207","win 7","success, info"
"Feb 16, 2023 @ 13:23:20.617",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","243.105.100.166",osx,"success, info"
"Feb 16, 2023 @ 13:20:11.214",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","143.33.75.200","win 7","success, info"
"Feb 16, 2023 @ 13:17:46.799",200,"https://www.elastic.co/solutions/business-analytics","79.156.49.129",ios,"success, info"
"Feb 16, 2023 @ 13:17:26.226",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","111.230.171.28",osx,"success, info"
"Feb 16, 2023 @ 13:15:57.829",404,"https://www.elastic.co/downloads","251.234.26.249",osx,"success, info"
"Feb 16, 2023 @ 13:15:17.468",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","202.164.112.198",ios,"warning, info"
"Feb 16, 2023 @ 13:13:56.611",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","30.104.245.98","win 7","success, info"
"Feb 16, 2023 @ 13:10:59.621",200,"https://www.elastic.co/downloads/elasticsearch","232.238.211.59","win 8","error, info"
"Feb 16, 2023 @ 13:08:53.997",200,"https://www.elastic.co/downloads/beats/filebeat","66.116.87.65",ios,"success, info"
"Feb 16, 2023 @ 13:05:16.168",200,"https://www.elastic.co/downloads/apm","70.123.43.73",osx,"success, info"
"Feb 16, 2023 @ 13:01:34.574",200,"https://cdn.elastic-elastic-elastic.org/styles/main.css","112.106.69.227","win 7","success, info"
"Feb 16, 2023 @ 13:01:22.878",200,"https://www.elastic.co/downloads/elasticsearch","253.69.5.67",ios,"success, info"
"Feb 16, 2023 @ 12:59:45.754",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","89.126.79.194","win 7","error, login"
"Feb 16, 2023 @ 12:57:05.921",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","139.250.252.248","win 7","success, info"
"Feb 16, 2023 @ 12:51:08.125",200,"https://www.elastic.co/solutions/business-analytics","229.77.194.189",osx,"success, info"
"Feb 16, 2023 @ 12:44:01.951",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","231.173.169.84",osx,"success, info"
"Feb 16, 2023 @ 12:43:37.862",200,"https://www.elastic.co/downloads/elasticsearch","83.89.175.174",osx,"success, info"
"Feb 16, 2023 @ 12:38:10.729",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","230.216.156.248","win 8","success, info"
"Feb 16, 2023 @ 12:37:28.363",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","88.209.41.99","win xp","success, info"
"Feb 16, 2023 @ 12:34:21.735",404,"https://cdn.elastic-elastic-elastic.org/styles/main.css","116.174.134.165","win 7","success, security"
"Feb 16, 2023 @ 12:32:48.468",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","227.185.198.250",ios,"warning, login"
"Feb 16, 2023 @ 12:24:29.919",200,"https://www.elastic.co/downloads/beats","71.33.44.138","win xp","success, info"
"Feb 16, 2023 @ 12:18:27.334",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","8.106.16.196",ios,"success, security"
"Feb 16, 2023 @ 12:18:17.790",200,"https://www.elastic.co/solutions/logging","205.100.202.199",ios,"success, info"
"Feb 16, 2023 @ 12:13:35.337",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","246.106.125.113","win 7","success, info"
"Feb 16, 2023 @ 12:13:24.687",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","182.210.233.218",ios,"success, info"
"Feb 16, 2023 @ 12:11:32.228",200,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","242.247.177.70",osx,"success, info"
"Feb 16, 2023 @ 12:11:15.697",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","171.63.86.22","win xp","success, info"
"Feb 16, 2023 @ 12:08:33.383",200,"https://www.elastic.co/downloads/enterprise","233.160.49.133",ios,"success, security"
"Feb 16, 2023 @ 12:08:17.471",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm","41.91.106.242",ios,"success, info"
"Feb 16, 2023 @ 12:06:20.587",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","138.87.243.167","win 8","success, info"
"Feb 16, 2023 @ 12:02:30.931",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","2.46.184.206","win 7","success, info"
"Feb 16, 2023 @ 12:01:43.623",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","158.41.235.38","win xp","success, security"
"Feb 16, 2023 @ 11:55:29.114",200,"https://www.elastic.co/downloads/beats","0.209.144.101",ios,"error, info"
"Feb 16, 2023 @ 11:52:47.259",200,"https://www.elastic.co/solutions/security-analytics","125.112.150.127","win 7","success, info"
"Feb 16, 2023 @ 11:50:27.834",404,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","236.120.20.161","win xp","success, security"
"Feb 16, 2023 @ 11:50:11.619",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","139.135.227.66","win 7","success, info"
"Feb 16, 2023 @ 11:48:57.599",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","88.13.107.162",ios,"success, info"
"Feb 16, 2023 @ 11:46:49.518",503,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-amd64.deb","213.235.30.99","win xp","success, info"
"Feb 16, 2023 @ 11:40:59.425",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","56.28.213.27",osx,"success, info"
"Feb 16, 2023 @ 11:40:57.776",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","156.136.206.204","win 8","success, info"
"Feb 16, 2023 @ 11:37:52.986",200,"https://cdn.elastic-elastic-elastic.org/styles/main.css","231.142.187.121","win 7","success, info"
"Feb 16, 2023 @ 11:35:29.784",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","71.49.132.218","win 8","success, security"
"Feb 16, 2023 @ 11:31:25.488",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","50.20.160.245","win 7","warning, info"
"Feb 16, 2023 @ 11:30:07.526",200,"https://www.elastic.co/downloads","92.229.41.206","win 8","success, info"
"Feb 16, 2023 @ 11:30:03.996",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","106.96.54.101","win 7","success, info"
"Feb 16, 2023 @ 11:28:05.624",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","166.168.152.39","win 7","success, info"
"Feb 16, 2023 @ 11:25:43.908",200,"https://cdn.elastic-elastic-elastic.org/styles/semantic-ui.css","207.73.150.150","win 8","success, info"
"Feb 16, 2023 @ 11:19:42.812",200,"https://cdn.elastic-elastic-elastic.org/styles/app.css","199.236.255.53","win xp","success, security"
"Feb 16, 2023 @ 11:19:30.986",200,"https://www.elastic.co/downloads/elasticsearch","236.124.71.64",ios,"success, info"
"Feb 16, 2023 @ 11:12:59.912",503,"https://www.elastic.co/downloads/beats/filebeat","157.209.57.187",osx,"success, info"
"Feb 16, 2023 @ 11:12:41.586",404,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","71.49.132.218","win 8","success, security"
"Feb 16, 2023 @ 11:09:48.768",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","177.120.218.48","win 8","success, info"
"Feb 16, 2023 @ 11:06:47.724",200,"https://www.elastic.co/downloads/beats/metricbeat","158.221.86.158","win xp","success, security"
"Feb 16, 2023 @ 11:06:29.123",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","128.11.61.176",ios,"success, info"
"Feb 16, 2023 @ 11:05:04.698",200,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","41.142.61.222","win 7","success, info"
"Feb 16, 2023 @ 11:04:37.773",200,"https://www.elastic.co/downloads/apm","163.139.91.194",ios,"success, login"
"Feb 16, 2023 @ 10:57:17.005",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","63.238.199.177",osx,"success, info"
"Feb 16, 2023 @ 10:56:37.276",200,"https://www.elastic.co/downloads/apm","39.77.148.125","win 7","warning, info"
"Feb 16, 2023 @ 10:51:30.650",200,"https://elastic-elastic-elastic.org/people/type:astronauts/name:georgi-ivanov/profile","214.231.202.172","win 8","success, security"
"Feb 16, 2023 @ 10:50:48.980",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","9.16.178.89",osx,"success, info"
"Feb 16, 2023 @ 10:48:11.350",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","104.32.0.154","win 8","success, info"
"Feb 16, 2023 @ 10:47:56.250",200,"https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip","111.35.144.213",osx,"success, info"
"Feb 16, 2023 @ 10:44:36.822",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","117.165.135.88","win xp","warning, info"
"Feb 16, 2023 @ 10:37:51.246",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","27.125.25.29",osx,"warning, info"
"Feb 16, 2023 @ 10:35:53.766",200,"https://www.elastic.co/downloads/enterprise","197.207.29.94","win xp","warning, info"
"Feb 16, 2023 @ 10:33:58.155",200,"https://www.elastic.co/downloads/beats/filebeat","79.174.20.168","win 7","success, info"
"Feb 16, 2023 @ 10:31:18.626",200,"https://www.elastic.co/solutions/enterprise-search","93.193.189.184","win 7","success, info"
"Feb 16, 2023 @ 10:27:23.252",200,"https://www.elastic.co/downloads/beats/metricbeat","111.58.155.54","win 8","success, info"
"Feb 16, 2023 @ 10:24:36.003",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","196.126.226.181","win xp","success, info"
"Feb 16, 2023 @ 10:23:30.994",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","69.186.242.156",osx,"warning, info"
"Feb 16, 2023 @ 10:22:41.356",503,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","2.49.53.218","win 8","success, info"
"Feb 16, 2023 @ 10:15:06.296",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","36.96.226.120","win 7","error, security"
"Feb 16, 2023 @ 10:09:58.935",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","152.144.25.254","win xp","warning, info"
"Feb 16, 2023 @ 10:07:00.604",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","214.212.193.104","win 7","success, security"
"Feb 16, 2023 @ 10:06:30.544",200,"https://www.elastic.co/downloads/beats/metricbeat","26.120.73.237","win 8","success, security"
"Feb 16, 2023 @ 10:04:10.742",200,"https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","82.10.161.220","win 7","success, info"
"Feb 16, 2023 @ 10:04:04.514",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","30.156.16.163","win 8","success, login"
"Feb 16, 2023 @ 09:56:22.857",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","233.78.21.130","win 7","success, info"
"Feb 16, 2023 @ 09:55:37.636",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","232.250.232.248","win 7","success, info"
"Feb 16, 2023 @ 09:55:11.259",200,"https://www.elastic.co/solutions/app-search","28.86.156.19","win xp","success, info"
"Feb 16, 2023 @ 09:51:10.027",200,"https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip","40.190.86.239","win xp","success, info"
"Feb 16, 2023 @ 09:48:36.151",200,"https://www.elastic.co/downloads/beats","143.12.222.223","win xp","success, info"
"Feb 16, 2023 @ 09:45:21.919",404,"https://cdn.elastic-elastic-elastic.org/styles/app.css","108.200.26.115",ios,"error, info"
"Feb 16, 2023 @ 09:43:46.453",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","132.186.182.124","win 7","warning, login"
"Feb 16, 2023 @ 09:42:29.433",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86_64.tar.gz","186.39.252.128","win xp","success, info"
"Feb 16, 2023 @ 09:40:58.511",200,"https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","116.174.134.165","win xp","success, info"
"Feb 16, 2023 @ 09:37:38.083",200,"https://cdn.elastic-elastic-elastic.org/styles/ads.css","60.103.76.51",ios,"success, security"
"Feb 16, 2023 @ 09:37:10.723",200,"https://www.elastic.co/downloads","193.134.203.247",ios,"success, info"
"Feb 16, 2023 @ 09:27:43.730",200,"https://www.elastic.co/solutions/metrics","139.250.44.138",ios,"success, info"
"Feb 16, 2023 @ 09:23:40.069",200,"https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","213.116.129.196","win 8","success, security"
"Feb 16, 2023 @ 09:23:11.193",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","96.91.103.60","win xp","error, security"
"Feb 16, 2023 @ 09:16:27.373",200,"https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz","246.139.130.246",osx,"success, security"
